message,rating,reviewer,pastreviews
"Inceptez Technologies and our tutor Bharath play an important role in my career. Currently, I am a Solution Architect with 18 yrs of experience in TCS. Felt incomplete without the knowledge of BigData ecosystem. One of my TCS friends (who …",5 stars,Latha C G,2 reviews
"Best learning experience ever. Irfan is fantastic person, explains the concepts more in a granular level and help us understand in a detailed mode. Excellent place to get trained in Big Data.",5 stars,Ramanathan Meenakshisundaram,2 reviews
"Thank you Irfan for helping me to achieve my goal of learning Big Data Engineer with your vast knowledge in Big Data, well structured course content, real time example, exercise, manner you explain that we will be easily understood by most …",5 stars,Mahesh Balaji,6 reviews
"Best place to learn Data science for beginners , Laxmi and Sheik motivates  and helps a lot to understand the concepts even who has very less exposure to coding, special Thanks to Basith for timely support.",5 stars,Geethanjali M,2 reviews
Best place to learn Full stack bigdata with cloud. And ofcourse IRFAN the best!!!,5 stars,Sundar B,Local Guide · 3 reviews
"I attended Big Data course at Inceptez, taken by Mr Irfan. In depth knowledge transfer both theoretically and practically . Very detailed explanation of each and every frame work , will be provided with many real time project scenario's. Best institute to attend in chennai.",5 stars,pramoth manoharan,2 reviews
Irfan is an wonderful trainer with excellent technical and practical knowkedge! He took extra special efforts to make sure that the concepts discussed during the training sessions provided a deeper understanding of Bigdata concepts and …,5 stars,Johnson Jose,2 reviews
"The training in Inceptez Technologies is very interactive and effective. Very good hands on, use cases, projects and hackathons that perfectly suites to your real time projects. The faculties are working as a Senior Solution Architects in …",5 stars,Karimulla Shaik,1 review
"Good place to learn cutting edge technologies like big data, aws and data science. Trainers are well qualified nd always helpful. We can explore lot of use cases and real time examples .",4 stars,shivakumar R,1 review
"Hi IT Guys, I would like to suggest people who want to change your skills to Bigdata , i will strongly recommended Inceptez is the best place. Very good trainer(Irfan) as they would share much technical knowledge & practical experience ,all trainers are professional and very friendly :)",5 stars,Balasubramani Soundaraj,1 review
"INCEPTEZ Is the one of the very best Bigdata Hadoop training institute in Chennai which I had very recently. Just one month back I have completed my REAL TIME Training Course, …",5 stars,Baranidharan Ragupathi,4 reviews
This is the right place to start your career on the DevOps and AWS domain. I thank Mr John and Mr Sathya for the very friendly mentorship and helping us to resolve all our doubts and issues during the course and hands on. …,5 stars,Kousalya KG,1 review
"Hi All,  I have been attending the Big Data class in Inceptez for last 15 week. I could say this is best place to learn Big Data in very clearly. If you don't know the basic of Hadoop eco system ""dont worry"" they will teach you from basic …",5 stars,PANDIA LAKSHMANAN,5 reviews
"After my school days I am seeing such a sincere, dedicated and motivative person Mr.Irfan. Hats off to his effort and unique way of teaching methodology.
My friend who got offer in leading company is one of the student of Irfan. He …",5 stars,Absar Usain,3 reviews
I joined DevOps and AWS course in Inceptez technologies. The instructors Mr.John Sundaraj and Mr. Sathiyaraj Sridhar are extremely knowledgeable  and the way of teaching is so good. There were lot of hands on session which was so helpful. …,5 stars,Premkumar Kasinathan,15 reviews
Inceptez Technologies is such an awesome institute for bigdata platform.I was working with a service based MNC in a production support project.After 3 years it was very hard for me to shift the company as I learnt very less technically in …,5 stars,A k Hi L,Local Guide · 7 reviews
Excellent classroom training program for anyone looking to start their career in big data platform. You can start from zero and become an expert after course completion. They will cover everything from start till end. Classroom is highly interactive with hands-on learning and engaging projects,5 stars,Kumar Ashutosh,Local Guide · 16 reviews
"Its one of the finest centre to Learn Big Data from a well Experience people.

The Trainers was very helpful and guide us with whatever and whenever the issue …",5 stars,barath kumar,5 reviews
"It was a good and wonderful experience, getting trained in big data from Inceptez. This was due to the expertise of the trainers (Irfan & Srini) in the subject area to teach from basics to advanced. The most valuable part was that all the …",5 stars,Balasundar G,4 reviews
I have attended Devops and AWS Exclusive training. The information and explanation provided regarding the Tools (Docker/Kubernetes/Git/Chef/Ansible/ELK/Jenkins/Teraform) were extra ordinary and we got our hands-on and cleared doubts then …,5 stars,sekar chinnaiah,6 reviews
"I have joined here to study Datascience. Throughout the tenure, they have been supporting a lot. Started from basics of statistics and Python and then moved to Machine Learning, Deep Learning and Deployment of Models. …",5 stars,logesh kumar,1 review
